Item Name,Category,Available Timing,Location
Golden Blaze 4105,Desserts,11:00 AM - 11:00 PM,Brazil
Choco Treat 1788,Lunch,11:00 AM - 3:00 PM,India
Herbal Treat 3471,Breakfast,6:00 AM - 10:00 AM,Canada
Spicy Thunder 2968,Snacks,3:00 PM - 6:00 PM,China
Crispy Delight 9185,Snacks,3:00 PM - 6:00 PM,China
Grilled Thunder 6988,Beverages,8:00 AM - 10:00 PM,China
Sizzling Crunch 7179,Dinner,6:00 PM - 10:00 PM,Japan
Golden Delight 2464,Breakfast,6:00 AM - 10:00 AM,India
Grilled Twist 8852,Desserts,11:00 AM - 11:00 PM,India
Crispy Crunch 2847,Desserts,11:00 AM - 11:00 PM,Australia
Crispy Fusion 3273,Desserts,11:00 AM - 11:00 PM,UK
Spicy Snack 4407,Desserts,11:00 AM - 11:00 PM,UK
Crispy Delight 3848,Desserts,11:00 AM - 11:00 PM,South Africa
Tandoori Snack 1360,Desserts,11:00 AM - 11:00 PM,UK
Golden Delight 4493,Lunch,11:00 AM - 3:00 PM,South Africa
Veg Treat 9609,Beverages,8:00 AM - 10:00 PM,South Africa
Grilled Fusion 8872,Beverages,8:00 AM - 10:00 PM,UK
Grilled Fusion 9250,Beverages,8:00 AM - 10:00 PM,UK
Choco Delight 5003,Snacks,3:00 PM - 6:00 PM,Brazil
Tandoori Delight 5599,Dinner,6:00 PM - 10:00 PM,China
Tandoori Burst 9714,Snacks,3:00 PM - 6:00 PM,China
Spicy Thunder 363,Dinner,6:00 PM - 10:00 PM,Brazil
Crispy Crunch 6382,Breakfast,6:00 AM - 10:00 AM,Brazil
Choco Crunch 3268,Snacks,3:00 PM - 6:00 PM,South Africa
Sizzling Delight 1813,Desserts,11:00 AM - 11:00 PM,India
Crispy Treat 1671,Beverages,8:00 AM - 10:00 PM,Germany
Golden Treat 7873,Snacks,3:00 PM - 6:00 PM,USA
Grilled Delight 7688,Desserts,11:00 AM - 11:00 PM,Japan
Crispy Delight 469,Breakfast,6:00 AM - 10:00 AM,Canada
Crispy Twist 7677,Beverages,8:00 AM - 10:00 PM,Canada
Crispy Thunder 3712,Desserts,11:00 AM - 11:00 PM,USA
Sizzling Burst 7729,Desserts,11:00 AM - 11:00 PM,Germany
Choco Treat 7383,Snacks,3:00 PM - 6:00 PM,China
Choco Treat 5998,Breakfast,6:00 AM - 10:00 AM,India
Veg Burst 1804,Snacks,3:00 PM - 6:00 PM,Brazil
Zesty Snack 4319,Dinner,6:00 PM - 10:00 PM,Australia
Zesty Treat 4915,Beverages,8:00 AM - 10:00 PM,Germany
Zesty Burst 355,Lunch,11:00 AM - 3:00 PM,China
Sizzling Twist 5659,Snacks,3:00 PM - 6:00 PM,South Africa
Grilled Blaze 8746,Beverages,8:00 AM - 10:00 PM,Australia
Grilled Snack 5690,Breakfast,6:00 AM - 10:00 AM,China
Herbal Fusion 2012,Lunch,11:00 AM - 3:00 PM,Germany
Grilled Blaze 3781,Beverages,8:00 AM - 10:00 PM,India
Herbal Fusion 4176,Snacks,3:00 PM - 6:00 PM,South Africa
Veg Delight 6725,Beverages,8:00 AM - 10:00 PM,South Africa
Choco Brew 5358,Dinner,6:00 PM - 10:00 PM,South Africa
Sizzling Snack 3123,Snacks,3:00 PM - 6:00 PM,Australia
Choco Delight 6718,Lunch,11:00 AM - 3:00 PM,USA
Crispy Delight 1544,Breakfast,6:00 AM - 10:00 AM,India
Spicy Fusion 5099,Snacks,3:00 PM - 6:00 PM,UK
Grilled Burst 6799,Desserts,11:00 AM - 11:00 PM,Brazil
Sizzling Fusion 9066,Dinner,6:00 PM - 10:00 PM,Japan
Veg Brew 4050,Snacks,3:00 PM - 6:00 PM,China
Golden Twist 5483,Breakfast,6:00 AM - 10:00 AM,UK
Grilled Burst 397,Beverages,8:00 AM - 10:00 PM,Canada
Veg Blaze 4121,Snacks,3:00 PM - 6:00 PM,China
Choco Snack 527,Lunch,11:00 AM - 3:00 PM,Brazil
Sizzling Thunder 7962,Snacks,3:00 PM - 6:00 PM,India
Zesty Twist 9326,Breakfast,6:00 AM - 10:00 AM,Brazil
Spicy Brew 215,Lunch,11:00 AM - 3:00 PM,Japan
Grilled Fusion 6607,Breakfast,6:00 AM - 10:00 AM,Brazil
Grilled Treat 4692,Snacks,3:00 PM - 6:00 PM,Brazil
Tandoori Blaze 6251,Breakfast,6:00 AM - 10:00 AM,Canada
Grilled Twist 3097,Desserts,11:00 AM - 11:00 PM,South Africa
Sizzling Treat 7542,Lunch,11:00 AM - 3:00 PM,Australia
Zesty Fusion 3345,Dinner,6:00 PM - 10:00 PM,Australia
Zesty Fusion 453,Desserts,11:00 AM - 11:00 PM,UK
Zesty Delight 4252,Snacks,3:00 PM - 6:00 PM,China
Tandoori Fusion 5577,Desserts,11:00 AM - 11:00 PM,Canada
Spicy Delight 3470,Desserts,11:00 AM - 11:00 PM,USA
Golden Blaze 7179,Snacks,3:00 PM - 6:00 PM,Australia
Veg Brew 9282,Desserts,11:00 AM - 11:00 PM,Germany
Veg Treat 6515,Dinner,6:00 PM - 10:00 PM,Japan
Veg Brew 9470,Snacks,3:00 PM - 6:00 PM,China
Crispy Delight 3384,Breakfast,6:00 AM - 10:00 AM,Australia
Spicy Burst 2150,Lunch,11:00 AM - 3:00 PM,Japan
Veg Burst 2591,Lunch,11:00 AM - 3:00 PM,Australia
Grilled Burst 1667,Beverages,8:00 AM - 10:00 PM,Canada
Sizzling Crunch 236,Lunch,11:00 AM - 3:00 PM,China
Veg Thunder 7159,Lunch,11:00 AM - 3:00 PM,South Africa
Choco Blaze 6022,Breakfast,6:00 AM - 10:00 AM,Canada
Choco Treat 309,Beverages,8:00 AM - 10:00 PM,USA
Tandoori Thunder 2600,Dinner,6:00 PM - 10:00 PM,South Africa
Crispy Treat 5462,Snacks,3:00 PM - 6:00 PM,Brazil
Sizzling Delight 101,Dinner,6:00 PM - 10:00 PM,South Africa
Choco Crunch 4502,Lunch,11:00 AM - 3:00 PM,China
Grilled Delight 1030,Lunch,11:00 AM - 3:00 PM,Brazil
Golden Treat 5738,Breakfast,6:00 AM - 10:00 AM,Germany
Choco Thunder 64,Lunch,11:00 AM - 3:00 PM,USA
Golden Snack 9766,Desserts,11:00 AM - 11:00 PM,UK
Grilled Snack 4747,Desserts,11:00 AM - 11:00 PM,UK
Spicy Crunch 5020,Snacks,3:00 PM - 6:00 PM,Australia
Zesty Crunch 9252,Breakfast,6:00 AM - 10:00 AM,UK
Sizzling Fusion 5472,Dinner,6:00 PM - 10:00 PM,China
Crispy Treat 229,Breakfast,6:00 AM - 10:00 AM,Canada
Zesty Treat 2538,Desserts,11:00 AM - 11:00 PM,India
Tandoori Fusion 2510,Lunch,11:00 AM - 3:00 PM,Brazil
Herbal Snack 2053,Desserts,11:00 AM - 11:00 PM,China
Spicy Brew 7868,Snacks,3:00 PM - 6:00 PM,South Africa
Grilled Brew 5752,Snacks,3:00 PM - 6:00 PM,USA
Choco Twist 4744,Desserts,11:00 AM - 11:00 PM,UK
Choco Burst 3922,Beverages,8:00 AM - 10:00 PM,Canada
Zesty Twist 2638,Dinner,6:00 PM - 10:00 PM,China
Herbal Thunder 9016,Dinner,6:00 PM - 10:00 PM,Germany
Sizzling Delight 1482,Beverages,8:00 AM - 10:00 PM,South Africa
Zesty Twist 8197,Snacks,3:00 PM - 6:00 PM,Canada
Zesty Crunch 1412,Breakfast,6:00 AM - 10:00 AM,Japan
Sizzling Snack 6408,Dinner,6:00 PM - 10:00 PM,Japan
Golden Twist 685,Lunch,11:00 AM - 3:00 PM,China
Crispy Fusion 1823,Lunch,11:00 AM - 3:00 PM,Australia
Golden Treat 1551,Desserts,11:00 AM - 11:00 PM,South Africa
Spicy Thunder 3330,Snacks,3:00 PM - 6:00 PM,USA
Grilled Delight 1022,Desserts,11:00 AM - 11:00 PM,Australia
Crispy Twist 5173,Lunch,11:00 AM - 3:00 PM,Germany
Sizzling Thunder 1424,Dinner,6:00 PM - 10:00 PM,UK
Herbal Snack 5866,Breakfast,6:00 AM - 10:00 AM,Canada
Crispy Twist 6498,Beverages,8:00 AM - 10:00 PM,Japan
Veg Treat 8404,Breakfast,6:00 AM - 10:00 AM,Australia
Herbal Fusion 195,Snacks,3:00 PM - 6:00 PM,China
Spicy Treat 4775,Snacks,3:00 PM - 6:00 PM,UK
Grilled Blaze 76,Breakfast,6:00 AM - 10:00 AM,Australia
Zesty Brew 7973,Lunch,11:00 AM - 3:00 PM,USA
Herbal Crunch 5113,Dinner,6:00 PM - 10:00 PM,USA
Crispy Blaze 1672,Desserts,11:00 AM - 11:00 PM,Australia
Zesty Burst 3490,Desserts,11:00 AM - 11:00 PM,Brazil
Golden Crunch 2303,Beverages,8:00 AM - 10:00 PM,South Africa
Crispy Blaze 8494,Snacks,3:00 PM - 6:00 PM,Australia
Spicy Treat 4332,Snacks,3:00 PM - 6:00 PM,China
Crispy Twist 3712,Breakfast,6:00 AM - 10:00 AM,Australia
Choco Burst 3866,Breakfast,6:00 AM - 10:00 AM,USA
Zesty Brew 7342,Dinner,6:00 PM - 10:00 PM,Brazil
Choco Delight 8019,Dinner,6:00 PM - 10:00 PM,China
Crispy Twist 4966,Dinner,6:00 PM - 10:00 PM,Germany
Golden Snack 1295,Snacks,3:00 PM - 6:00 PM,China
Golden Thunder 3296,Lunch,11:00 AM - 3:00 PM,Australia
Veg Twist 5221,Beverages,8:00 AM - 10:00 PM,Germany
Choco Twist 5175,Dinner,6:00 PM - 10:00 PM,Australia
Crispy Brew 4275,Breakfast,6:00 AM - 10:00 AM,Brazil
Grilled Fusion 6519,Dinner,6:00 PM - 10:00 PM,Canada
Herbal Burst 9159,Dinner,6:00 PM - 10:00 PM,China
Golden Blaze 5852,Lunch,11:00 AM - 3:00 PM,Canada
Crispy Treat 4691,Desserts,11:00 AM - 11:00 PM,USA
Grilled Burst 1030,Desserts,11:00 AM - 11:00 PM,India
Grilled Blaze 4849,Dinner,6:00 PM - 10:00 PM,Japan
Veg Blaze 3136,Breakfast,6:00 AM - 10:00 AM,Germany
Choco Delight 8343,Breakfast,6:00 AM - 10:00 AM,UK
Zesty Thunder 378,Beverages,8:00 AM - 10:00 PM,India
Tandoori Delight 7642,Snacks,3:00 PM - 6:00 PM,Canada
Choco Brew 2352,Dinner,6:00 PM - 10:00 PM,China
Herbal Snack 7647,Breakfast,6:00 AM - 10:00 AM,UK
Sizzling Snack 4673,Desserts,11:00 AM - 11:00 PM,USA
Herbal Brew 1936,Lunch,11:00 AM - 3:00 PM,Japan
Tandoori Thunder 2392,Breakfast,6:00 AM - 10:00 AM,Germany
Choco Thunder 2941,Dinner,6:00 PM - 10:00 PM,Germany
Zesty Treat 8406,Dinner,6:00 PM - 10:00 PM,Canada
Spicy Crunch 4313,Dinner,6:00 PM - 10:00 PM,Australia
Crispy Crunch 5836,Breakfast,6:00 AM - 10:00 AM,Canada
Spicy Brew 1852,Lunch,11:00 AM - 3:00 PM,Germany
Herbal Crunch 7983,Breakfast,6:00 AM - 10:00 AM,UK
Veg Thunder 9111,Desserts,11:00 AM - 11:00 PM,South Africa
Grilled Thunder 7709,Dinner,6:00 PM - 10:00 PM,Australia
Zesty Brew 2865,Beverages,8:00 AM - 10:00 PM,South Africa
Golden Delight 8289,Beverages,8:00 AM - 10:00 PM,China
Grilled Treat 288,Lunch,11:00 AM - 3:00 PM,South Africa
Crispy Blaze 6842,Breakfast,6:00 AM - 10:00 AM,Brazil
Crispy Blaze 9885,Lunch,11:00 AM - 3:00 PM,Japan
Zesty Blaze 9660,Breakfast,6:00 AM - 10:00 AM,USA
Grilled Brew 9821,Snacks,3:00 PM - 6:00 PM,China
Veg Brew 1919,Snacks,3:00 PM - 6:00 PM,USA
Grilled Treat 8257,Dinner,6:00 PM - 10:00 PM,South Africa
Sizzling Twist 400,Lunch,11:00 AM - 3:00 PM,China
Spicy Crunch 9687,Lunch,11:00 AM - 3:00 PM,Germany
Golden Snack 1095,Breakfast,6:00 AM - 10:00 AM,Germany
Herbal Delight 3382,Lunch,11:00 AM - 3:00 PM,UK
Sizzling Twist 8566,Breakfast,6:00 AM - 10:00 AM,USA
Choco Thunder 5778,Beverages,8:00 AM - 10:00 PM,India
Herbal Delight 3010,Lunch,11:00 AM - 3:00 PM,South Africa
Spicy Delight 3626,Dinner,6:00 PM - 10:00 PM,South Africa
Crispy Crunch 3261,Snacks,3:00 PM - 6:00 PM,Australia
Golden Snack 5440,Snacks,3:00 PM - 6:00 PM,Japan
Tandoori Treat 6188,Dinner,6:00 PM - 10:00 PM,Germany
Grilled Brew 1345,Beverages,8:00 AM - 10:00 PM,China
Tandoori Burst 1028,Breakfast,6:00 AM - 10:00 AM,USA
Golden Brew 1227,Snacks,3:00 PM - 6:00 PM,USA
Golden Crunch 9618,Snacks,3:00 PM - 6:00 PM,Japan
Zesty Fusion 8688,Snacks,3:00 PM - 6:00 PM,India
Grilled Crunch 5145,Snacks,3:00 PM - 6:00 PM,Germany
Spicy Twist 9121,Snacks,3:00 PM - 6:00 PM,Brazil
Sizzling Delight 3614,Snacks,3:00 PM - 6:00 PM,Japan
Spicy Treat 7419,Desserts,11:00 AM - 11:00 PM,South Africa
Grilled Twist 5560,Lunch,11:00 AM - 3:00 PM,South Africa
Tandoori Thunder 8347,Beverages,8:00 AM - 10:00 PM,Germany
Spicy Snack 8001,Breakfast,6:00 AM - 10:00 AM,USA
Crispy Delight 5410,Dinner,6:00 PM - 10:00 PM,India
Crispy Blaze 9445,Lunch,11:00 AM - 3:00 PM,Japan
Crispy Twist 572,Lunch,11:00 AM - 3:00 PM,Australia
Tandoori Snack 694,Beverages,8:00 AM - 10:00 PM,USA
Golden Snack 9663,Breakfast,6:00 AM - 10:00 AM,Canada
Crispy Burst 920,Lunch,11:00 AM - 3:00 PM,Germany
Zesty Delight 9609,Breakfast,6:00 AM - 10:00 AM,UK
Crispy Treat 9991,Lunch,11:00 AM - 3:00 PM,Japan
Veg Blaze 3384,Snacks,3:00 PM - 6:00 PM,Canada
Zesty Treat 2576,Snacks,3:00 PM - 6:00 PM,USA
Spicy Delight 4633,Desserts,11:00 AM - 11:00 PM,Germany
Golden Snack 8838,Lunch,11:00 AM - 3:00 PM,UK
Choco Delight 7341,Beverages,8:00 AM - 10:00 PM,China
Spicy Delight 7513,Beverages,8:00 AM - 10:00 PM,Brazil
Zesty Snack 6507,Breakfast,6:00 AM - 10:00 AM,Japan
Zesty Twist 6753,Dinner,6:00 PM - 10:00 PM,Brazil
Choco Burst 681,Desserts,11:00 AM - 11:00 PM,China
Sizzling Fusion 5465,Beverages,8:00 AM - 10:00 PM,Australia
Tandoori Burst 2040,Snacks,3:00 PM - 6:00 PM,China
Herbal Treat 8167,Beverages,8:00 AM - 10:00 PM,China
Tandoori Fusion 4009,Breakfast,6:00 AM - 10:00 AM,Germany
Choco Treat 4513,Desserts,11:00 AM - 11:00 PM,Canada
Grilled Delight 7657,Desserts,11:00 AM - 11:00 PM,Germany
Sizzling Snack 5750,Snacks,3:00 PM - 6:00 PM,Australia
Tandoori Snack 3775,Breakfast,6:00 AM - 10:00 AM,India
Veg Burst 41,Snacks,3:00 PM - 6:00 PM,USA
Veg Crunch 2161,Snacks,3:00 PM - 6:00 PM,Brazil
Golden Brew 2241,Desserts,11:00 AM - 11:00 PM,India
Zesty Delight 9710,Beverages,8:00 AM - 10:00 PM,South Africa
Zesty Twist 5441,Dinner,6:00 PM - 10:00 PM,Germany
Spicy Treat 6565,Breakfast,6:00 AM - 10:00 AM,Australia
Spicy Thunder 8125,Dinner,6:00 PM - 10:00 PM,Australia
Golden Delight 3325,Desserts,11:00 AM - 11:00 PM,India
Tandoori Blaze 4069,Lunch,11:00 AM - 3:00 PM,Japan
Tandoori Treat 1172,Dinner,6:00 PM - 10:00 PM,South Africa
Sizzling Crunch 7877,Dinner,6:00 PM - 10:00 PM,South Africa
Crispy Snack 3994,Lunch,11:00 AM - 3:00 PM,UK
Golden Snack 5975,Breakfast,6:00 AM - 10:00 AM,Brazil
Veg Snack 723,Breakfast,6:00 AM - 10:00 AM,China
Veg Treat 8526,Breakfast,6:00 AM - 10:00 AM,South Africa
Golden Thunder 2819,Breakfast,6:00 AM - 10:00 AM,Canada
Herbal Blaze 1339,Beverages,8:00 AM - 10:00 PM,Australia
Spicy Thunder 7663,Lunch,11:00 AM - 3:00 PM,Canada
Golden Twist 2912,Desserts,11:00 AM - 11:00 PM,China
Veg Treat 199,Lunch,11:00 AM - 3:00 PM,India
Golden Fusion 2214,Lunch,11:00 AM - 3:00 PM,Japan
Sizzling Snack 6130,Beverages,8:00 AM - 10:00 PM,Canada
Golden Thunder 5302,Desserts,11:00 AM - 11:00 PM,China
Crispy Brew 9114,Lunch,11:00 AM - 3:00 PM,USA
Grilled Burst 7947,Breakfast,6:00 AM - 10:00 AM,USA
Sizzling Brew 4134,Lunch,11:00 AM - 3:00 PM,Japan
Golden Burst 6995,Snacks,3:00 PM - 6:00 PM,USA
Sizzling Burst 9194,Dinner,6:00 PM - 10:00 PM,India
Veg Twist 2014,Desserts,11:00 AM - 11:00 PM,Australia
Herbal Snack 5010,Dinner,6:00 PM - 10:00 PM,Canada
Crispy Twist 5451,Snacks,3:00 PM - 6:00 PM,Australia
Golden Fusion 2438,Desserts,11:00 AM - 11:00 PM,China
Zesty Crunch 4989,Lunch,11:00 AM - 3:00 PM,South Africa
Zesty Thunder 7099,Dinner,6:00 PM - 10:00 PM,USA
Spicy Burst 6109,Dinner,6:00 PM - 10:00 PM,Japan
Choco Blaze 3237,Breakfast,6:00 AM - 10:00 AM,Canada
Veg Delight 1840,Lunch,11:00 AM - 3:00 PM,India
Zesty Thunder 4213,Breakfast,6:00 AM - 10:00 AM,USA
Veg Snack 5059,Dinner,6:00 PM - 10:00 PM,UK
Zesty Delight 7564,Dinner,6:00 PM - 10:00 PM,Brazil
Zesty Twist 9340,Dinner,6:00 PM - 10:00 PM,UK
Choco Delight 9617,Beverages,8:00 AM - 10:00 PM,India
Veg Crunch 3944,Breakfast,6:00 AM - 10:00 AM,Australia
Sizzling Treat 797,Desserts,11:00 AM - 11:00 PM,China
Veg Burst 5670,Lunch,11:00 AM - 3:00 PM,Canada
Grilled Burst 2193,Snacks,3:00 PM - 6:00 PM,Japan
Golden Delight 5645,Lunch,11:00 AM - 3:00 PM,Germany
Grilled Twist 4121,Desserts,11:00 AM - 11:00 PM,Germany
Zesty Delight 9548,Desserts,11:00 AM - 11:00 PM,Australia
Spicy Crunch 9504,Desserts,11:00 AM - 11:00 PM,UK
Choco Thunder 7175,Lunch,11:00 AM - 3:00 PM,China
Golden Thunder 4903,Lunch,11:00 AM - 3:00 PM,Australia
Zesty Blaze 1494,Beverages,8:00 AM - 10:00 PM,UK
Herbal Burst 2262,Desserts,11:00 AM - 11:00 PM,China
Spicy Treat 5747,Beverages,8:00 AM - 10:00 PM,Brazil
Herbal Twist 813,Desserts,11:00 AM - 11:00 PM,Canada
Zesty Crunch 1433,Lunch,11:00 AM - 3:00 PM,India
Zesty Snack 9760,Desserts,11:00 AM - 11:00 PM,Canada
Sizzling Snack 8713,Snacks,3:00 PM - 6:00 PM,Australia
Spicy Crunch 8948,Snacks,3:00 PM - 6:00 PM,USA
Grilled Thunder 3354,Desserts,11:00 AM - 11:00 PM,Brazil
Golden Twist 3519,Snacks,3:00 PM - 6:00 PM,India
Tandoori Thunder 2811,Dinner,6:00 PM - 10:00 PM,South Africa
Spicy Thunder 9203,Dinner,6:00 PM - 10:00 PM,Australia
Sizzling Twist 8633,Breakfast,6:00 AM - 10:00 AM,Australia
Spicy Crunch 5564,Lunch,11:00 AM - 3:00 PM,China
Grilled Blaze 2987,Breakfast,6:00 AM - 10:00 AM,UK
Spicy Fusion 8714,Snacks,3:00 PM - 6:00 PM,USA
Crispy Delight 8785,Breakfast,6:00 AM - 10:00 AM,Australia
Zesty Fusion 2775,Snacks,3:00 PM - 6:00 PM,USA
Crispy Treat 4467,Snacks,3:00 PM - 6:00 PM,USA
Golden Crunch 8906,Breakfast,6:00 AM - 10:00 AM,Australia
Veg Snack 5597,Lunch,11:00 AM - 3:00 PM,India
Herbal Snack 4695,Breakfast,6:00 AM - 10:00 AM,Japan
Tandoori Blaze 2399,Lunch,11:00 AM - 3:00 PM,USA
Tandoori Delight 6450,Dinner,6:00 PM - 10:00 PM,India
Spicy Treat 1559,Breakfast,6:00 AM - 10:00 AM,China
Sizzling Snack 991,Desserts,11:00 AM - 11:00 PM,Australia
Sizzling Treat 5759,Breakfast,6:00 AM - 10:00 AM,Germany
Herbal Burst 1392,Desserts,11:00 AM - 11:00 PM,UK
Crispy Thunder 8940,Snacks,3:00 PM - 6:00 PM,USA
Zesty Delight 2396,Lunch,11:00 AM - 3:00 PM,China
Golden Snack 7952,Breakfast,6:00 AM - 10:00 AM,Brazil
Golden Twist 4629,Dinner,6:00 PM - 10:00 PM,USA
Crispy Twist 119,Beverages,8:00 AM - 10:00 PM,China
Choco Fusion 6286,Desserts,11:00 AM - 11:00 PM,Japan
Crispy Fusion 9254,Beverages,8:00 AM - 10:00 PM,India
Herbal Fusion 1057,Beverages,8:00 AM - 10:00 PM,China
Veg Thunder 9137,Desserts,11:00 AM - 11:00 PM,Canada
Sizzling Delight 2897,Desserts,11:00 AM - 11:00 PM,India
Golden Brew 5578,Lunch,11:00 AM - 3:00 PM,UK
Choco Crunch 5196,Lunch,11:00 AM - 3:00 PM,Germany
Crispy Treat 5970,Breakfast,6:00 AM - 10:00 AM,UK
Veg Blaze 7829,Dinner,6:00 PM - 10:00 PM,Brazil
Spicy Delight 6312,Beverages,8:00 AM - 10:00 PM,China
Veg Delight 5025,Dinner,6:00 PM - 10:00 PM,China
Grilled Brew 9488,Beverages,8:00 AM - 10:00 PM,Germany
Tandoori Snack 1709,Dinner,6:00 PM - 10:00 PM,USA
Choco Crunch 6623,Desserts,11:00 AM - 11:00 PM,USA
Grilled Thunder 9699,Dinner,6:00 PM - 10:00 PM,UK
Tandoori Treat 9486,Snacks,3:00 PM - 6:00 PM,South Africa
Zesty Crunch 6821,Beverages,8:00 AM - 10:00 PM,Germany
Tandoori Snack 7180,Breakfast,6:00 AM - 10:00 AM,USA
Crispy Snack 6856,Beverages,8:00 AM - 10:00 PM,Germany
Choco Delight 65,Beverages,8:00 AM - 10:00 PM,Germany
Crispy Delight 8241,Lunch,11:00 AM - 3:00 PM,Brazil
Veg Blaze 5238,Beverages,8:00 AM - 10:00 PM,UK
Choco Crunch 6739,Beverages,8:00 AM - 10:00 PM,South Africa
Sizzling Treat 5588,Desserts,11:00 AM - 11:00 PM,UK
Tandoori Fusion 2093,Beverages,8:00 AM - 10:00 PM,South Africa
Sizzling Burst 6480,Snacks,3:00 PM - 6:00 PM,Australia
Tandoori Crunch 9466,Lunch,11:00 AM - 3:00 PM,China
Veg Delight 3332,Breakfast,6:00 AM - 10:00 AM,China
Veg Twist 5881,Beverages,8:00 AM - 10:00 PM,Canada
Grilled Crunch 649,Desserts,11:00 AM - 11:00 PM,China
Sizzling Delight 5157,Beverages,8:00 AM - 10:00 PM,India
Spicy Snack 2924,Desserts,11:00 AM - 11:00 PM,China
Grilled Burst 1712,Snacks,3:00 PM - 6:00 PM,Germany
Crispy Snack 869,Beverages,8:00 AM - 10:00 PM,UK
Grilled Delight 3710,Desserts,11:00 AM - 11:00 PM,China
Choco Burst 7847,Beverages,8:00 AM - 10:00 PM,India
Zesty Fusion 6703,Dinner,6:00 PM - 10:00 PM,USA
Choco Delight 9510,Beverages,8:00 AM - 10:00 PM,Australia
Choco Burst 5089,Snacks,3:00 PM - 6:00 PM,India
Spicy Brew 9036,Lunch,11:00 AM - 3:00 PM,Brazil
Choco Brew 2890,Snacks,3:00 PM - 6:00 PM,Australia
Zesty Thunder 4306,Breakfast,6:00 AM - 10:00 AM,Australia
Grilled Twist 9682,Beverages,8:00 AM - 10:00 PM,USA
Veg Brew 9637,Desserts,11:00 AM - 11:00 PM,India
Herbal Crunch 4931,Desserts,11:00 AM - 11:00 PM,Japan
Veg Fusion 7238,Beverages,8:00 AM - 10:00 PM,Brazil
Crispy Treat 4016,Lunch,11:00 AM - 3:00 PM,UK
Herbal Delight 6144,Breakfast,6:00 AM - 10:00 AM,UK
Spicy Blaze 6185,Breakfast,6:00 AM - 10:00 AM,Australia
Crispy Fusion 4249,Lunch,11:00 AM - 3:00 PM,UK
Tandoori Fusion 2861,Snacks,3:00 PM - 6:00 PM,USA
Grilled Thunder 7050,Snacks,3:00 PM - 6:00 PM,Australia
Golden Blaze 3992,Desserts,11:00 AM - 11:00 PM,China
Herbal Thunder 9638,Breakfast,6:00 AM - 10:00 AM,India
Choco Twist 8857,Desserts,11:00 AM - 11:00 PM,USA
Herbal Thunder 9937,Breakfast,6:00 AM - 10:00 AM,Japan
Sizzling Snack 9797,Beverages,8:00 AM - 10:00 PM,Japan
Choco Twist 2089,Lunch,11:00 AM - 3:00 PM,Australia
Crispy Blaze 7068,Breakfast,6:00 AM - 10:00 AM,South Africa
Golden Thunder 4248,Desserts,11:00 AM - 11:00 PM,South Africa
Tandoori Twist 4578,Beverages,8:00 AM - 10:00 PM,China
Tandoori Crunch 2476,Beverages,8:00 AM - 10:00 PM,India
Grilled Brew 6492,Breakfast,6:00 AM - 10:00 AM,Japan
Tandoori Burst 4671,Snacks,3:00 PM - 6:00 PM,Brazil
Grilled Blaze 8366,Desserts,11:00 AM - 11:00 PM,UK
Choco Brew 7343,Dinner,6:00 PM - 10:00 PM,South Africa
Tandoori Delight 9625,Lunch,11:00 AM - 3:00 PM,Brazil
Spicy Snack 5716,Desserts,11:00 AM - 11:00 PM,South Africa
Grilled Delight 7290,Desserts,11:00 AM - 11:00 PM,USA
Choco Treat 2466,Beverages,8:00 AM - 10:00 PM,India
Zesty Brew 1533,Lunch,11:00 AM - 3:00 PM,Australia
Sizzling Brew 2738,Lunch,11:00 AM - 3:00 PM,Canada
Tandoori Blaze 8215,Snacks,3:00 PM - 6:00 PM,Australia
Herbal Thunder 8845,Dinner,6:00 PM - 10:00 PM,China
Tandoori Burst 5863,Snacks,3:00 PM - 6:00 PM,South Africa
Choco Fusion 113,Snacks,3:00 PM - 6:00 PM,Canada
Spicy Treat 1102,Dinner,6:00 PM - 10:00 PM,China
Veg Thunder 5404,Snacks,3:00 PM - 6:00 PM,China
Veg Twist 2320,Lunch,11:00 AM - 3:00 PM,USA
Tandoori Treat 1534,Dinner,6:00 PM - 10:00 PM,Brazil
Golden Twist 3967,Desserts,11:00 AM - 11:00 PM,Canada
Grilled Blaze 32,Snacks,3:00 PM - 6:00 PM,Japan
Zesty Delight 3611,Beverages,8:00 AM - 10:00 PM,Germany
Crispy Blaze 9924,Snacks,3:00 PM - 6:00 PM,Japan
Herbal Blaze 4659,Breakfast,6:00 AM - 10:00 AM,UK
Grilled Treat 6706,Breakfast,6:00 AM - 10:00 AM,India
Choco Treat 1434,Beverages,8:00 AM - 10:00 PM,Canada
Spicy Burst 4288,Desserts,11:00 AM - 11:00 PM,India
Choco Twist 4939,Beverages,8:00 AM - 10:00 PM,Japan
Choco Snack 4245,Beverages,8:00 AM - 10:00 PM,India
Sizzling Treat 462,Breakfast,6:00 AM - 10:00 AM,Germany
Herbal Burst 3954,Breakfast,6:00 AM - 10:00 AM,Canada
Sizzling Twist 6062,Lunch,11:00 AM - 3:00 PM,China
Sizzling Twist 609,Breakfast,6:00 AM - 10:00 AM,UK
Zesty Treat 4275,Breakfast,6:00 AM - 10:00 AM,Canada
Grilled Delight 5102,Lunch,11:00 AM - 3:00 PM,South Africa
Grilled Twist 1620,Snacks,3:00 PM - 6:00 PM,Brazil
Golden Burst 1858,Desserts,11:00 AM - 11:00 PM,India
